,Name,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,precio_medio,MinPrice_USD,MaxPrice_USD,Precio_medio_USD,Categoria_minimo,Categoria_maximo,Categoria_promedio,Nacion,Cuisine_2
1763,Poggio Rosso,Castelnuovo Berardenga,130.0,190.0,EUR,['Creative'],11.4599683,43.3880261,160.0,137.488,200.94400000000002,169.216,Highest,Highest,Highest,Italy,Creative
1764,L'Asinello,Castelnuovo Berardenga,60.0,85.0,EUR,['Modern Cuisine'],11.4808519,43.385393,72.5,63.456,89.89600000000002,76.676,High,High,High,Italy,Modern Cuisine
1765,La Bottega del 30,Castelnuovo Berardenga,93.0,120.0,EUR,['Tuscan'],11.4800311,43.3850498,106.5,98.3568,126.912,112.63440000000001,Highest,High,Highest,Italy,Tuscan
1766,Il Saraceno,Cavernago,30.0,120.0,EUR,['Modern Cuisine'],9.7650842,45.6304009,75.0,31.728,126.912,79.32000000000001,Medium,High,High,Italy,Modern Cuisine
1767,Abbruzzino,Catanzaro,80.0,120.0,EUR,['Modern Cuisine'],16.6236902,38.8901852,100.0,84.608,126.912,105.76,Highest,High,Highest,Italy,Modern Cuisine
1768,Kitchen,Como,70.0,125.0,EUR,"['Contemporary', 'Modern Cuisine']",9.0715676,45.8334043,97.5,74.03200000000001,132.20000000000002,103.11600000000001,High,Highest,Highest,Italy,Contemporary
1769,I Tigli in Theoria,Como,109.0,147.0,EUR,['Modern Cuisine'],9.0825,45.8133698,128.0,115.2784,155.46720000000002,135.3728,Highest,Highest,Highest,Italy,Modern Cuisine
1770,Aminta Resort,Genazzano,80.0,130.0,EUR,['Creative'],12.966885,41.81092,105.0,84.608,137.488,111.04800000000002,Highest,Highest,Highest,Italy,Creative
1771,Atman a Villa Rospigliosi,Lamporecchio,100.0,145.0,EUR,['Creative'],10.9055307,43.8216226,122.5,105.76,153.352,129.556,Highest,Highest,Highest,Italy,Creative
1772,Zappatori,Pinerolo,25.0,90.0,EUR,['Modern Cuisine'],7.3320196,44.8847909,57.5,26.44,95.18400000000001,60.812000000000005,Medium,High,High,Italy,Modern Cuisine
1773,La Cru,Romagnano,90.0,120.0,EUR,"['Italian Contemporary', 'Contemporary']",11.0409675,45.5227706,105.0,95.18400000000001,126.912,111.04800000000002,Highest,High,Highest,Italy,Italian Contemporary
1774,Indaco,Lacco Ameno,145.0,145.0,EUR,"['Creative', 'Seafood']",13.8847761,40.7543741,145.0,153.352,153.352,153.352,Highest,Highest,Highest,Italy,Creative
1775,La Buca,Cesenatico,88.0,98.0,EUR,['Seafood'],12.396823,44.200314,93.0,93.06880000000001,103.6448,98.3568,Highest,High,High,Italy,Seafood
1776,Vecchio Ristoro,Aosta,90.0,135.0,EUR,"['Modern Cuisine', 'Regional Cuisine']",7.3155868,45.7386406,112.5,95.18400000000001,142.776,118.98,Highest,Highest,Highest,Italy,Modern Cuisine
1777,Cannavacciuolo Countryside,Ticciano,85.0,100.0,EUR,"['Mediterranean Cuisine', 'Regional Cuisine']",14.4515515,40.6456678,92.5,89.89600000000002,105.76,97.828,Highest,High,High,Italy,Mediterranean Cuisine
1778,Vespasia,Norcia,85.0,150.0,EUR,['Modern Cuisine'],13.0920268,42.7925634,117.5,89.89600000000002,158.64000000000001,124.26800000000001,Highest,Highest,Highest,Italy,Modern Cuisine
1779,Antica Corte Pallavicina,Polesine Parmense,100.0,180.0,EUR,['Country cooking'],10.0859923,45.0212099,140.0,105.76,190.36800000000002,148.06400000000002,Highest,Highest,Highest,Italy,Country cooking
1780,Quintessenza,Trani,90.0,120.0,EUR,"['Contemporary', 'Apulian']",16.4150326,41.2814264,105.0,95.18400000000001,126.912,111.04800000000002,Highest,High,Highest,Italy,Contemporary
1781,Casa Sgarra,Trani,50.0,85.0,EUR,"['Creative', 'Modern Cuisine']",16.4341752,41.270434,67.5,52.88,89.89600000000002,71.388,High,High,High,Italy,Creative
1782,Lunasia,Viareggio,100.0,150.0,EUR,['Modern Cuisine'],10.2433235,43.8677732,125.0,105.76,158.64000000000001,132.20000000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1783,Romano,Viareggio,60.0,135.0,EUR,['Seafood'],10.2482771,43.8722767,97.5,63.456,142.776,103.11600000000001,High,Highest,Highest,Italy,Seafood
1784,Le Monzù,Capri,90.0,200.0,EUR,['Modern Cuisine'],14.2502024,40.5454969,145.0,95.18400000000001,211.52,153.352,Highest,Highest,Highest,Italy,Modern Cuisine
1785,Mammà,Capri,110.0,150.0,EUR,['Creative'],14.2424253,40.5503677,130.0,116.33600000000001,158.64000000000001,137.488,Highest,Highest,Highest,Italy,Creative
1786,Relais Blu,Massa Lubrense,75.0,92.0,EUR,['Mediterranean Cuisine'],14.3303537,40.58996,83.5,79.32000000000001,97.29920000000001,88.3096,Highest,High,High,Italy,Mediterranean Cuisine
1787,La Serra,Positano,125.0,180.0,EUR,['Modern Cuisine'],14.4785098,40.6262458,152.5,132.20000000000002,190.36800000000002,161.28400000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1788,Zass,Positano,140.0,160.0,EUR,['Modern Cuisine'],14.5038074,40.623268,150.0,148.06400000000002,169.216,158.64000000000001,Highest,Highest,Highest,Italy,Modern Cuisine
1789,Li Galli,Positano,140.0,200.0,EUR,['Modern Cuisine'],14.4841948,40.6283391,170.0,148.06400000000002,211.52,179.79200000000003,Highest,Highest,Highest,Italy,Modern Cuisine
1790,San Martino,Scorzè,30.0,125.0,EUR,['Modern Cuisine'],12.110501,45.5892243,77.5,31.728,132.20000000000002,81.96400000000001,Medium,Highest,High,Italy,Modern Cuisine
1791,La Primula,San Quirino,84.0,90.0,EUR,"['Modern Cuisine', 'Contemporary']",12.6814506,46.0348797,87.0,88.83840000000001,95.18400000000001,92.0112,Highest,High,High,Italy,Modern Cuisine
1792,Impronte,Bergamo,90.0,130.0,EUR,"['Modern Cuisine', 'Mediterranean Cuisine']",9.6736129,45.7088279,110.0,95.18400000000001,137.488,116.33600000000001,Highest,Highest,Highest,Italy,Modern Cuisine
1793,Casual,Bergamo,100.0,145.0,EUR,['Creative'],9.6562867,45.7068992,122.5,105.76,153.352,129.556,Highest,Highest,Highest,Italy,Creative
1794,Cannavacciuolo Cafè & Bistrot,Novara,80.0,140.0,EUR,['Modern Cuisine'],8.618368,45.4459378,110.0,84.608,148.06400000000002,116.33600000000001,Highest,Highest,Highest,Italy,Modern Cuisine
1795,Tantris,Novara,98.0,98.0,EUR,['Creative'],8.6103409,45.4827671,98.0,103.6448,103.6448,103.6448,Highest,High,Highest,Italy,Creative
1796,L'Argine a Vencò,Dolegna del Collio,80.0,120.0,EUR,['Creative'],13.4631925,46.0025426,100.0,84.608,126.912,105.76,Highest,High,Highest,Italy,Creative
1797,La Palta,Borgonovo Val Tidone,60.0,85.0,EUR,['Creative'],9.4694233,44.9922314,72.5,63.456,89.89600000000002,76.676,High,High,High,Italy,Creative
1798,Mater1apr1ma,Pontinia,45.0,80.0,EUR,"['Italian Contemporary', 'Modern Cuisine']",13.0433461,41.4102602,62.5,47.592000000000006,84.608,66.10000000000001,High,High,High,Italy,Italian Contemporary
1799,Hyle,San Giovanni in Fiore,60.0,110.0,EUR,['Modern Cuisine'],16.6441951,39.2851384,85.0,63.456,116.33600000000001,89.89600000000002,High,High,High,Italy,Modern Cuisine
1800,San Giorgio,Genoa,60.0,95.0,EUR,"['Seafood', 'Ligurian']",8.945731,44.4016634,77.5,63.456,100.47200000000001,81.96400000000001,High,High,High,Italy,Seafood
1801,The Cook,Genoa,70.0,110.0,EUR,"['Modern Cuisine', 'Contemporary']",8.933349,44.408585,90.0,74.03200000000001,116.33600000000001,95.18400000000001,High,High,High,Italy,Modern Cuisine
1802,In Viaggio - Claudio Melis,Bolzano,90.0,130.0,EUR,"['Creative', 'Contemporary']",11.3582062,46.49984,110.0,95.18400000000001,137.488,116.33600000000001,Highest,Highest,Highest,Italy,Creative
1803,SanBrite,Cortina d'Ampezzo,110.0,140.0,EUR,"['Alpine', 'Modern Cuisine']",12.1565176,46.5434618,125.0,116.33600000000001,148.06400000000002,132.20000000000002,Highest,Highest,Highest,Italy,Alpine
1804,Tivoli,Cortina d'Ampezzo,120.0,140.0,EUR,"['Modern Cuisine', 'Italian']",12.1222949,46.5338851,130.0,126.912,148.06400000000002,137.488,Highest,Highest,Highest,Italy,Modern Cuisine
1805,Abocar Due Cucine,Rimini,55.0,95.0,EUR,['Modern Cuisine'],12.5663487,44.0626895,75.0,58.168000000000006,100.47200000000001,79.32000000000001,High,High,High,Italy,Modern Cuisine
1806,Osteria Perillà,Castiglione d'Orcia,85.0,130.0,EUR,['Modern Cuisine'],11.6131413,43.0109461,107.5,89.89600000000002,137.488,113.69200000000001,Highest,Highest,Highest,Italy,Modern Cuisine
1807,Dolada,Pieve d'Alpago,68.0,110.0,EUR,"['Modern Cuisine', 'Regional Cuisine']",12.3601001,46.1736379,89.0,71.91680000000001,116.33600000000001,94.1264,High,High,High,Italy,Modern Cuisine
1808,Casa Vissani,Baschi,100.0,250.0,EUR,['Creative'],12.2655765,42.7141448,175.0,105.76,264.40000000000003,185.08,Highest,Highest,Highest,Italy,Creative
1809,Acquerello,Fagnano Olona,120.0,180.0,EUR,['Creative'],8.8704486,45.6691392,150.0,126.912,190.36800000000002,158.64000000000001,Highest,Highest,Highest,Italy,Creative
1810,Guido,Rimini,85.0,100.0,EUR,"['Seafood', 'Modern Cuisine']",12.62138,44.03226,92.5,89.89600000000002,105.76,97.828,Highest,High,High,Italy,Seafood
1811,Dal Corsaro,Cagliari,110.0,145.0,EUR,['Modern Cuisine'],9.1160488,39.2133915,127.5,116.33600000000001,153.352,134.84400000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1812,Le Trabe,Paestum,75.0,110.0,EUR,['Modern Cuisine'],15.0429487,40.4469187,92.5,79.32000000000001,116.33600000000001,97.828,Highest,High,High,Italy,Modern Cuisine
1813,Osteria Arbustico,Paestum,70.0,95.0,EUR,['Modern Cuisine'],14.9758186,40.451699,82.5,74.03200000000001,100.47200000000001,87.25200000000001,High,High,High,Italy,Modern Cuisine
1814,Maxi,Vico Equense,80.0,150.0,EUR,['Creative'],14.4358353,40.6750958,115.0,84.608,158.64000000000001,121.62400000000001,Highest,Highest,Highest,Italy,Creative
1815,Antica Osteria Nonna Rosa,Vico Equense,90.0,120.0,EUR,['Modern Cuisine'],14.43397,40.66156,105.0,95.18400000000001,126.912,111.04800000000002,Highest,High,Highest,Italy,Modern Cuisine
1816,Già Sotto l'Arco,Carovigno,80.0,140.0,EUR,['Creative'],17.6590721,40.7071485,110.0,84.608,148.06400000000002,116.33600000000001,Highest,Highest,Highest,Italy,Creative
1817,Contraste,Milan,160.0,160.0,EUR,"['Modern Cuisine', 'Innovative']",9.17929,45.446095,160.0,169.216,169.216,169.216,Highest,Highest,Highest,Italy,Modern Cuisine
1818,Joia,Milan,30.0,125.0,EUR,"['Vegetarian', 'Seasonal Cuisine']",9.2016981,45.4772538,77.5,31.728,132.20000000000002,81.96400000000001,Medium,Highest,High,Italy,Vegetarian
1819,L’Alchimia,Milan,60.0,95.0,EUR,"['Modern Cuisine', 'Innovative']",9.2074636,45.4657917,77.5,63.456,100.47200000000001,81.96400000000001,High,High,High,Italy,Modern Cuisine
1820,Sadler,Milan,110.0,160.0,EUR,['Creative'],9.175983,45.4420858,135.0,116.33600000000001,169.216,142.776,Highest,Highest,Highest,Italy,Creative
1821,Innocenti Evasioni,Milan,76.0,98.0,EUR,['Creative'],9.14929,45.49282,87.0,80.3776,103.6448,92.0112,Highest,High,High,Italy,Creative
1822,Viva Viviana Varese,Milan,70.0,170.0,EUR,"['Creative', 'Innovative']",9.1876433,45.4806321,120.0,74.03200000000001,179.79200000000003,126.912,High,Highest,Highest,Italy,Creative
1823,Tano Passami l'Olio,Milan,35.0,145.0,EUR,"['Creative', 'Modern Cuisine']",9.1696159,45.4715781,90.0,37.016000000000005,153.352,95.18400000000001,Medium,Highest,High,Italy,Creative
1824,AALTO,Milan,115.0,150.0,EUR,"['Asian Contemporary', 'Modern Cuisine']",9.1932579,45.4822057,132.5,121.62400000000001,158.64000000000001,140.132,Highest,Highest,Highest,Italy,Asian Contemporary
1825,Iyo,Milan,125.0,130.0,EUR,"['Japanese', 'Asian Contemporary']",9.1595273,45.4866231,127.5,132.20000000000002,137.488,134.84400000000002,Highest,Highest,Highest,Italy,Japanese
1826,Felix Lo Basso home & restaurant,Milan,170.0,170.0,EUR,"['Innovative', 'Creative']",9.2133787,45.4692297,170.0,179.79200000000003,179.79200000000003,179.79200000000003,Highest,Highest,Highest,Italy,Innovative
1827,Berton,Milan,55.0,150.0,EUR,"['Creative', 'Modern Cuisine']",9.1944159,45.4821805,102.5,58.168000000000006,158.64000000000001,108.40400000000001,High,Highest,Highest,Italy,Creative
1828,Cracco,Milan,195.0,235.0,EUR,"['Modern Cuisine', 'Contemporary']",9.189977,45.46535,215.0,206.23200000000003,248.53600000000003,227.38400000000001,Highest,Highest,Highest,Italy,Modern Cuisine
1829,Don Alfonso 1890 San Barbato,Lavello,80.0,100.0,EUR,"['Modern Cuisine', 'Creative']",15.7714997,41.0348692,90.0,84.608,105.76,95.18400000000001,Highest,High,High,Italy,Modern Cuisine
1830,President,Pompei,55.0,110.0,EUR,['Mediterranean Cuisine'],14.49951,40.74731,82.5,58.168000000000006,116.33600000000001,87.25200000000001,High,High,High,Italy,Mediterranean Cuisine
1831,Casamatta,Manduria,80.0,120.0,EUR,['Modern Cuisine'],17.599371,40.417763,100.0,84.608,126.912,105.76,Highest,High,Highest,Italy,Modern Cuisine
1832,Veritas,Naples,80.0,100.0,EUR,['Modern Cuisine'],14.2311901,40.8372277,90.0,84.608,105.76,95.18400000000001,Highest,High,High,Italy,Modern Cuisine
1833,Il Comandante,Naples,95.0,175.0,EUR,"['Creative', 'Mediterranean Cuisine']",14.2555806,40.8402787,135.0,100.47200000000001,185.08,142.776,Highest,Highest,Highest,Italy,Creative
1834,George Restaurant,Naples,110.0,150.0,EUR,['Contemporary'],14.2300686,40.8372677,130.0,116.33600000000001,158.64000000000001,137.488,Highest,Highest,Highest,Italy,Contemporary
1835,ARIA,Naples,90.0,120.0,EUR,"['Contemporary', 'Modern Cuisine']",14.2540383,40.8433646,105.0,95.18400000000001,126.912,111.04800000000002,Highest,High,Highest,Italy,Contemporary
1836,Palazzo Petrucci,Naples,90.0,150.0,EUR,['Creative'],14.2145667,40.8215016,120.0,95.18400000000001,158.64000000000001,126.912,Highest,Highest,Highest,Italy,Creative
1837,Vitantonio Lombardo,Matera,120.0,160.0,EUR,['Creative'],16.6130384,40.6671525,140.0,126.912,169.216,148.06400000000002,Highest,Highest,Highest,Italy,Creative
1838,Il Ristorante di Guido da Costigliole,Santo Stefano Belbo,110.0,155.0,EUR,['Piedmontese'],8.2066746,44.7051429,132.5,116.33600000000001,163.92800000000003,140.132,Highest,Highest,Highest,Italy,Piedmontese
1839,I Portici,Bologna,110.0,150.0,EUR,['Creative'],11.3448122,44.5019817,130.0,116.33600000000001,158.64000000000001,137.488,Highest,Highest,Highest,Italy,Creative
1840,Il Palagio,Florence,140.0,140.0,EUR,['Modern Cuisine'],11.2665237,43.7774093,140.0,148.06400000000002,148.06400000000002,148.06400000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1841,Gucci Osteria da Massimo Bottura,Florence,100.0,150.0,EUR,['Modern Cuisine'],11.2567125,43.7698043,125.0,105.76,158.64000000000001,132.20000000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1842,Borgo San Jacopo,Florence,120.0,157.0,EUR,"['Modern Cuisine', 'Contemporary']",11.251472,43.7680838,138.5,126.912,166.0432,146.47760000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1843,La Leggenda dei Frati,Florence,120.0,170.0,EUR,['Creative'],11.25606,43.764355,145.0,126.912,179.79200000000003,153.352,Highest,Highest,Highest,Italy,Creative
1844,Locanda del Pilone,Alba,90.0,140.0,EUR,['Creative'],8.04705,44.66367,115.0,95.18400000000001,148.06400000000002,121.62400000000001,Highest,Highest,Highest,Italy,Creative
1845,Borgo Sant'Anna,Monforte d'Alba,50.0,70.0,EUR,"['Contemporary', 'Modern Cuisine']",7.994414,44.5777429,60.0,52.88,74.03200000000001,63.456,High,High,High,Italy,Contemporary
1846,Fre,Monforte d'Alba,95.0,150.0,EUR,['Creative'],7.9622354,44.5638925,122.5,100.47200000000001,158.64000000000001,129.556,Highest,Highest,Highest,Italy,Creative
1847,Acqua Pazza,Ponza,85.0,110.0,EUR,['Seafood'],12.9672021,40.8950712,97.5,89.89600000000002,116.33600000000001,103.11600000000001,Highest,High,Highest,Italy,Seafood
1848,Il Vescovado,Noli,95.0,160.0,EUR,['Modern Cuisine'],8.4163876,44.2075887,127.5,100.47200000000001,169.216,134.84400000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1849,Moma,Rome,95.0,110.0,EUR,"['Creative', 'Innovative']",12.4909,41.90569,102.5,100.47200000000001,116.33600000000001,108.40400000000001,Highest,High,Highest,Italy,Creative
1850,Zia,Rome,70.0,90.0,EUR,"['Modern Cuisine', 'Contemporary']",12.4679141,41.8870305,80.0,74.03200000000001,95.18400000000001,84.608,High,High,High,Italy,Modern Cuisine
1851,All'Oro,Rome,88.0,150.0,EUR,"['Creative', 'Italian Contemporary']",12.4730035,41.9140073,119.0,93.06880000000001,158.64000000000001,125.85440000000001,Highest,Highest,Highest,Italy,Creative
1852,Idylio by Apreda,Rome,100.0,140.0,EUR,"['Italian Contemporary', 'Contemporary']",12.475873,41.8980551,120.0,105.76,148.06400000000002,126.912,Highest,Highest,Highest,Italy,Italian Contemporary
1853,Acquolina,Rome,90.0,170.0,EUR,"['Seafood', 'Creative']",12.4753719,41.9086474,130.0,95.18400000000001,179.79200000000003,137.488,Highest,Highest,Highest,Italy,Seafood
1854,Il Convivio Troiani,Rome,105.0,140.0,EUR,"['Modern Cuisine', 'Contemporary']",12.4727932,41.9015408,122.5,111.04800000000002,148.06400000000002,129.556,Highest,Highest,Highest,Italy,Modern Cuisine
1855,Aroma,Rome,110.0,170.0,EUR,"['Creative', 'Innovative']",12.4948543,41.8903751,140.0,116.33600000000001,179.79200000000003,148.06400000000002,Highest,Highest,Highest,Italy,Creative
1856,Pipero Roma,Rome,130.0,210.0,EUR,"['Creative', 'Contemporary']",12.468814,41.8977856,170.0,137.488,222.09600000000003,179.79200000000003,Highest,Highest,Highest,Italy,Creative
1857,Glass Hostaria,Rome,90.0,110.0,EUR,"['Creative', 'Innovative']",12.4691032,41.890477,100.0,95.18400000000001,116.33600000000001,105.76,Highest,High,Highest,Italy,Creative
1858,La Terrazza,Rome,140.0,215.0,EUR,"['Modern Cuisine', 'Innovative']",12.4860308,41.9063787,177.5,148.06400000000002,227.38400000000001,187.72400000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1859,Enoteca La Torre,Rome,85.0,140.0,EUR,"['Modern Cuisine', 'Mediterranean Cuisine']",12.4693268,41.916491,112.5,89.89600000000002,148.06400000000002,118.98,Highest,Highest,Highest,Italy,Modern Cuisine
1860,Imàgo,Rome,140.0,170.0,EUR,"['Modern Cuisine', 'Italian Contemporary']",12.4836585,41.9059417,155.0,148.06400000000002,179.79200000000003,163.92800000000003,Highest,Highest,Highest,Italy,Modern Cuisine
1861,Marco Martini Restaurant,Rome,110.0,150.0,EUR,"['Creative', 'Contemporary']",12.484601,41.880543,130.0,116.33600000000001,158.64000000000001,137.488,Highest,Highest,Highest,Italy,Creative
1862,Per Me Giulio Terrinoni,Rome,36.0,150.0,EUR,"['Creative', 'Innovative']",12.46747,41.8973035,93.0,38.073600000000006,158.64000000000001,98.3568,Medium,Highest,High,Italy,Creative
1863,Vintage 1997,Turin,80.0,130.0,EUR,['Modern Cuisine'],7.676379,45.068485,105.0,84.608,137.488,111.04800000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1864,Casa Vicina,Turin,80.0,140.0,EUR,"['Italian Contemporary', 'Piedmontese']",7.666969,45.0350554,110.0,84.608,148.06400000000002,116.33600000000001,Highest,Highest,Highest,Italy,Italian Contemporary
1865,Cannavacciuolo Bistrot,Turin,100.0,110.0,EUR,['Creative'],7.7009861,45.0627906,105.0,105.76,116.33600000000001,111.04800000000002,Highest,High,Highest,Italy,Creative
1866,Spazio7,Turin,80.0,100.0,EUR,['Modern Cuisine'],7.6519214,45.0576119,90.0,84.608,105.76,95.18400000000001,Highest,High,High,Italy,Modern Cuisine
1867,Del Cambio,Turin,105.0,215.0,EUR,"['Piedmontese', 'Modern Cuisine']",7.68505,45.06959,160.0,111.04800000000002,227.38400000000001,169.216,Highest,Highest,Highest,Italy,Piedmontese
1868,Magorabin,Turin,120.0,160.0,EUR,"['Creative', 'Contemporary']",7.6960435,45.0684649,140.0,126.912,169.216,148.06400000000002,Highest,Highest,Highest,Italy,Creative
1869,Condividere,Turin,75.0,105.0,EUR,"['Modern Cuisine', 'Creative']",7.6911056,45.0802655,90.0,79.32000000000001,111.04800000000002,95.18400000000001,Highest,High,High,Italy,Modern Cuisine
1870,Piano 35,Turin,14.0,120.0,EUR,"['Modern Cuisine', 'Regional Cuisine']",7.663038,45.06945,67.0,14.806400000000002,126.912,70.8592,Low,High,High,Italy,Modern Cuisine
1871,Carignano,Turin,95.0,95.0,EUR,['Creative'],7.6840119,45.065155,95.0,100.47200000000001,100.47200000000001,100.47200000000001,Highest,High,Highest,Italy,Creative
1872,Unforgettable,Turin,90.0,90.0,EUR,"['Innovative', 'Italian Contemporary']",7.6780009,45.0767241,90.0,95.18400000000001,95.18400000000001,95.18400000000001,Highest,High,High,Italy,Innovative
1873,Accursio,Modica,120.0,160.0,EUR,['Creative'],14.7606251,36.8599639,140.0,126.912,169.216,148.06400000000002,Highest,Highest,Highest,Italy,Creative
1874,Alpenroyal Gourmet,Selva di Val Gardena,100.0,150.0,EUR,['Creative'],11.7463421,46.5588796,125.0,105.76,158.64000000000001,132.20000000000002,Highest,Highest,Highest,Italy,Creative
1875,Nostrano,Pesaro,90.0,115.0,EUR,"['Creative', 'Contemporary']",12.9193802,43.9136749,102.5,95.18400000000001,121.62400000000001,108.40400000000001,Highest,High,Highest,Italy,Creative
1876,Zanze XVI,Venice,25.0,100.0,EUR,"['Creative', 'Modern Cuisine']",12.3212634,45.4388376,62.5,26.44,105.76,66.10000000000001,Medium,High,High,Italy,Creative
1877,Wistèria,Venice,110.0,160.0,EUR,"['Contemporary', 'Venetian']",12.32682,45.43566,135.0,116.33600000000001,169.216,142.776,Highest,Highest,Highest,Italy,Contemporary
1878,Local,Venice,45.0,150.0,EUR,['Contemporary'],12.345893,45.4356,97.5,47.592000000000006,158.64000000000001,103.11600000000001,High,Highest,Highest,Italy,Contemporary
1879,Quadri,Venice,150.0,215.0,EUR,['Modern Cuisine'],12.3379939,45.4342534,182.5,158.64000000000001,227.38400000000001,193.01200000000003,Highest,Highest,Highest,Italy,Modern Cuisine
1880,Oro Restaurant,Venice,250.0,250.0,EUR,['Modern Cuisine'],12.3412,45.4271,250.0,264.40000000000003,264.40000000000003,264.40000000000003,Highest,Highest,Highest,Italy,Modern Cuisine
1881,Re Maurì,Salerno,98.0,120.0,EUR,['Creative'],14.734819,40.6720876,109.0,103.6448,126.912,115.2784,Highest,High,Highest,Italy,Creative
1882,Butterfly,Marlia,70.0,120.0,EUR,['Modern Cuisine'],10.5364035,43.894723,95.0,74.03200000000001,126.912,100.47200000000001,High,High,Highest,Italy,Modern Cuisine
1883,Giglio,Lucca,70.0,100.0,EUR,['Modern Cuisine'],10.5032438,43.8410854,85.0,74.03200000000001,105.76,89.89600000000002,High,High,High,Italy,Modern Cuisine
1884,12 Apostoli,Verona,120.0,160.0,EUR,"['Modern Cuisine', 'Contemporary']",10.9960733,45.4426624,140.0,126.912,169.216,148.06400000000002,Highest,Highest,Highest,Italy,Modern Cuisine
1885,Il Desco,Verona,95.0,155.0,EUR,['Italian Contemporary'],10.9999722,45.4416145,125.0,100.47200000000001,163.92800000000003,132.20000000000002,Highest,Highest,Highest,Italy,Italian Contemporary
1886,La Tana Gourmet,Asiago,180.0,180.0,EUR,"['Creative', 'Contemporary']",11.4970882,45.8545832,180.0,190.36800000000002,190.36800000000002,190.36800000000002,Highest,Highest,Highest,Italy,Creative
1887,Stube Gourmet,Asiago,100.0,116.0,EUR,"['Creative', 'Contemporary']",11.5098715,45.8734842,108.0,105.76,122.68160000000002,114.22080000000001,Highest,High,Highest,Italy,Creative
1888,El Molin,Cavalese,130.0,160.0,EUR,"['Creative', 'Alpine']",11.4594756,46.292019,145.0,137.488,169.216,153.352,Highest,Highest,Highest,Italy,Creative
1889,Sapio,Catania,90.0,120.0,EUR,['Modern Cuisine'],15.104113,37.5156393,105.0,95.18400000000001,126.912,111.04800000000002,Highest,High,Highest,Italy,Modern Cuisine
1890,Varoulko Seaside,Athens,60.0,60.0,EUR,['Seafood'],23.6585274,37.9373787,60.0,63.456,63.456,63.456,High,Medium,High,Greece,Seafood
1891,CTC,Athens,72.0,85.0,EUR,['Modern Cuisine'],23.7168694,37.9804964,78.5,76.14720000000001,89.89600000000002,83.0216,Highest,High,High,Greece,Modern Cuisine
1892,Botrini's,Athens,90.0,120.0,EUR,['Mediterranean Cuisine'],23.7936937,38.0232617,105.0,95.18400000000001,126.912,111.04800000000002,Highest,High,Highest,Greece,Mediterranean Cuisine
1893,Pelagos,Athens,95.0,155.0,EUR,['Seafood'],23.7722339,37.8058168,125.0,100.47200000000001,163.92800000000003,132.20000000000002,Highest,Highest,Highest,Greece,Seafood
1894,Hytra,Athens,55.0,90.0,EUR,['Modern Cuisine'],23.7189944,37.9580881,72.5,58.168000000000006,95.18400000000001,76.676,High,High,High,Greece,Modern Cuisine
1895,Field,Prague,650.0,3.2,CZK,['Modern Cuisine'],14.4220733,50.0918359,326.6,27.82,0.13696,13.978480000000001,Medium,Low,Low,Czech,Modern Cuisine
1896,La Degustation Bohême Bourgeoise,Prague,950.0,2.1,CZK,['Modern Cuisine'],14.425067,50.0911046,476.05,40.66,0.08988,20.37494,Medium,Low,Low,Czech,Modern Cuisine
1897,Maison Lameloise,Shanghai,488.0,2.388,CNY,['French Contemporary'],121.500972,31.235929,245.194,72.6632,0.3555732,36.5093866,High,Low,Medium,China,French Contemporary
1898,Fu 1015,Shanghai,1.1,1.5,CNY,['Shanghainese'],121.429009,31.218564,1.3,0.16379000000000002,0.22335,0.19357000000000002,Low,Low,Low,China,Shanghainese
1899,T'ang Court,Shanghai,488.0,3.188,CNY,['Cantonese'],121.445604,31.208949,245.594,72.6632,0.47469320000000004,36.5689466,High,Low,Medium,China,Cantonese
1900,Shang-High Cuisine,Shanghai,500.0,1.0,CNY,['Shanghainese'],121.480586,31.23491,250.5,74.45,0.1489,37.29945,High,Low,Medium,China,Shanghainese
1901,Lao Zheng Xing (Huangpu),Shanghai,300.0,300.0,CNY,['Shanghainese'],121.475464,31.235098,300.0,44.67,44.67,44.67,High,Medium,Medium,China,Shanghainese
1902,Oriental Sense & Palate,Shanghai,198.0,1.6,CNY,['Chao Zhou'],121.464255,31.216671,99.8,29.482200000000002,0.23824,14.86022,Medium,Low,Low,China,Chao Zhou
1903,Moose (Changning),Shanghai,800.0,800.0,CNY,['Huaiyang'],121.4297,31.20189,800.0,119.12,119.12,119.12,Highest,High,Highest,China,Huaiyang
1904,Yi Long Court,Shanghai,338.0,1.98,CNY,['Cantonese'],121.507579,31.243758,169.99,50.3282,0.29482200000000003,25.311511000000003,High,Low,Low,China,Cantonese
1905,Jin Xuan,Shanghai,800.0,1.2,CNY,['Cantonese'],121.498024,31.238417,400.6,119.12,0.17868,59.64934,Highest,Low,High,China,Cantonese
